PatientID,Diagnosis,Breed,Age,Sex,Neutered,WeightChange,Weight,Hospitalised,Vomiting,Diarrhoea,Hepatomegaly,ThinDrySkin,Alopecia,Pruritus,MuscleWastageWeakness,Lethargy,Panting,Neurological,Polydipsia,Polyuria,Polyphagia,IncreasedALKP,IncreasedATL_GGT_AST,Hypertensive,LowBloodSugar,Hypothyroid,CruciateSurgery
213,1,Bichon Frise,13,M,False,No change,11.7,False,True,True,True,False,False,False,False,False,True,False,True,True,False,True,False,False,False,False,False
214,1,Crossbreed,10,F,True,Weight loss,21.2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,True,False,False,False,False
215,1,Staffordshire Bull Terrier,11,F,True,Weight loss,20.3,False,False,False,True,True,True,False,True,False,False,False,True,True,True,True,True,False,False,False,False
216,1,Collie,15,M,True,No change,,False,False,False,False,False,False,False,False,False,False,False,True,True,False,,,False,False,False,False
217,1,Bichon Frise,7,M,True,No change,9.4,False,False,False,False,False,False,False,False,False,False,False,True,True,False,,,False,False,False,False
218,1,Springer Spaniel,8,M,True,No change,22.45,False,False,False,False,False,False,False,False,False,False,False,True,True,False,,,False,False,False,False
219,1,Others,13,M,False,No change,10.0,False,False,False,False,True,True,False,False,False,False,False,True,True,False,True,True,False,False,False,False
220,1,Staffordshire Bull Terrier,12,M,False,No change,18.5,False,False,False,True,False,False,False,False,False,False,False,True,True,False,,,False,False,False,False
221,1,Others,10,M,True,Weight gain,10.85,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,False,False,False,False
222,1,Crossbreed,10,M,True,No change,12.0,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False
223,1,Staffordshire Bull Terrier,11,F,False,Weight loss,17.4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,False,True,False,False
224,1,Others,11,M,True,No change,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,,False,False,False,False
225,1,Boxer,10,F,True,No change,33.85,False,False,False,False,False,False,False,False,True,True,False,True,False,True,True,True,False,False,False,False
226,1,Others,5,M,False,No change,25.1,False,False,False,False,True,False,False,False,False,False,False,True,True,False,,,False,False,False,False
227,1,Crossbreed,9,F,False,Weight loss,30.4,False,False,True,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False
228,1,West Highland White Terrier,9,F,True,Weight gain,10.79,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
229,1,Others,10,F,True,Weight gain,18.2,False,False,False,True,True,True,True,False,False,True,False,False,False,False,,,False,False,True,False
230,1,Staffordshire Bull Terrier,11,F,True,Weight loss,19.1,False,False,False,True,False,False,False,False,True,False,False,True,True,True,True,True,False,False,False,False
231,1,West Highland White Terrier,12,M,True,No change,9.54,False,False,False,True,True,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False
232,1,Cocker Spaniel,7,M,True,Weight loss,20.0,False,False,False,True,False,True,False,False,False,False,False,True,True,True,False,True,False,False,False,False
233,1,Others,10,M,True,Weight loss,19.3,False,False,True,False,True,False,False,False,False,False,False,True,True,False,,,False,False,False,False
234,1,Jack Russell Terrier,11,M,True,No change,11.0,False,False,False,True,False,False,False,False,False,False,False,True,True,False,True,,False,False,False,False
235,1,Crossbreed,13,F,False,No change,,False,False,False,True,False,True,False,True,False,True,False,True,True,True,,,False,False,False,False
236,1,Crossbreed,9,F,True,Weight gain,11.8,False,False,False,False,True,False,False,False,True,True,False,True,True,True,,,False,False,False,False
237,1,Crossbreed,10,M,True,No change,21.6,False,False,False,True,False,False,False,True,True,True,False,False,False,False,True,False,False,False,False,False
238,1,Yorkshire Terrier,7,M,False,No change,3.13,False,False,False,True,True,False,False,False,False,False,False,True,True,False,,,False,False,False,False
239,1,Border Terrier,7,F,True,Weight loss,7.95,False,False,False,False,False,False,False,False,True,False,False,True,True,False,True,,False,False,False,False
240,1,Bichon Frise,11,M,True,No change,12.6,False,False,False,True,False,False,False,False,False,True,False,False,False,False,,,False,False,False,False
241,1,Bichon Frise,11,F,True,Weight loss,6.65,False,False,True,True,True,True,False,False,True,False,False,True,True,False,,,False,False,False,False
242,1,Bichon Frise,7,M,True,No change,15.4,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False
243,1,Shih Tzu,6,F,True,No change,8.8,False,False,False,True,True,True,False,False,False,False,False,True,False,False,,,False,False,False,False
244,1,Others,9,M,False,No change,14.4,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,True,False,False,False,False
245,1,Others,9,F,True,No change,9.5,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
246,1,Crossbreed,11,M,True,No change,16.2,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,True,False,False,False,False
247,1,Border Terrier,11,M,False,No change,13.85,False,False,False,True,False,True,False,False,False,False,False,True,False,False,,,False,False,False,False
248,1,Boxer,10,F,True,No change,27.7,False,False,False,False,True,True,False,False,False,False,False,True,True,False,,,False,False,True,False
249,1,Crossbreed,9,M,True,No change,7.2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
250,1,Schnauzer,10,M,True,No change,7.8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,,False,False,False,False
251,1,Others,11,M,True,No change,,False,False,False,False,False,False,False,False,False,False,False,True,True,False,,,False,False,False,False
252,1,Bichon Frise,7,M,True,No change,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
253,1,Jack Russell Terrier,9,M,False,No change,9.1,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False
254,1,Staffordshire Bull Terrier,8,M,False,Weight loss,16.0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False
255,1,Others,9,F,True,No change,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False
256,1,Staffordshire Bull Terrier,12,F,True,No change,19.8,True,False,False,False,False,False,False,False,False,True,True,False,False,False,True,True,False,False,False,False
257,1,Boxer,10,F,True,No change,23.5,False,False,False,False,False,False,False,False,False,False,False,True,True,False,,,False,False,False,False
258,1,Crossbreed,14,F,False,Weight loss,,False,False,False,False,True,True,False,False,False,False,False,True,True,False,True,True,False,False,False,False
259,1,Bichon Frise,12,M,True,No change,10.05,False,False,False,True,True,True,False,False,True,False,False,False,False,False,,,False,False,False,False
260,1,Jack Russell Terrier,11,M,False,No change,8.4,False,False,False,True,False,False,False,False,False,False,False,True,True,False,,,False,False,False,False
261,1,Staffordshire Bull Terrier,8,F,False,No change,30.0,False,True,False,True,False,True,False,False,False,False,False,True,False,False,True,,False,False,False,False
262,1,Yorkshire Terrier,15,F,False,No change,3.6,False,False,False,True,True,True,False,False,False,True,False,True,True,False,True,True,False,False,False,False
263,1,Border Terrier,9,M,True,No change,11.0,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,True,False,False,False,False
264,1,Crossbreed,14,F,True,No change,14.8,False,False,False,True,True,False,False,False,False,True,False,True,True,True,True,True,False,False,False,False
265,1,Jack Russell Terrier,6,F,False,No change,8.6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,False,False,False,False
266,1,Bichon Frise,6,F,True,No change,6.76,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,False,False,False,False
267,1,Staffordshire Bull Terrier,10,M,True,No change,29.8,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,,False,False,False,False
268,1,Crossbreed,12,F,True,No change,44.0,False,False,False,True,False,False,False,False,True,True,False,True,True,True,True,,False,False,False,False
269,1,Border Terrier,9,F,True,No change,9.6,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False
270,1,Crossbreed,10,M,False,No change,11.4,False,False,False,True,False,False,True,False,False,True,True,True,True,False,,,False,False,False,False
271,1,Labrador Retriever,14,F,True,No change,32.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
272,1,Poodle,13,F,True,Weight gain,8.85,False,False,False,False,False,False,False,False,False,False,False,True,False,False,,,False,False,False,False
273,1,Staffordshire Bull Terrier,10,M,True,No change,,False,False,False,True,False,True,False,False,False,False,False,True,True,False,,,False,False,False,False
274,1,Staffordshire Bull Terrier,10,M,False,No change,,True,True,False,True,False,False,False,False,True,False,False,True,True,False,True,True,False,False,False,False
275,1,Jack Russell Terrier,13,F,True,Weight loss,5.9,False,False,False,True,False,False,False,False,True,True,True,True,True,True,True,True,False,False,False,False
276,1,Springer Spaniel,9,F,True,No change,,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,,False,False,False,False
277,1,Crossbreed,13,F,False,No change,9.98,False,False,False,False,False,False,False,False,False,False,False,True,True,False,,,False,False,False,False
278,1,Others,11,M,True,No change,9.1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,False,False,False,False
279,1,Others,12,M,True,No change,18.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,,,False,False,False,False
280,1,Crossbreed,9,F,True,No change,7.1,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False
281,1,Schnauzer,11,F,False,No change,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True
282,1,Shih Tzu,11,M,False,No change,7.7,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False
283,1,Bichon Frise,7,F,False,Weight loss,,False,True,False,True,False,False,False,False,False,False,False,False,False,False,,,False,False,False,False
284,1,Chihuahua,11,M,False,No change,1.71,False,False,False,True,True,True,False,False,False,False,False,True,False,False,,,False,False,False,False
285,1,Others,9,F,False,No change,50.6,False,False,False,True,True,True,False,False,False,True,False,False,False,False,True,True,False,False,False,False
286,1,Labrador Retriever,5,M,True,No change,34.2,False,True,True,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False
287,1,Others,12,F,True,No change,8.55,False,True,True,False,False,False,False,False,False,False,False,True,False,False,True,,False,False,False,False
