PatientID,BirthDate,IsNeutered,SexSource,BreedVeNomID,SourceBreed,Case_1,Date first suspected_2,Date confirmed_3,Date ruled out_4,Weight at suspected,Polydipsia mentioned_5,Polyuria mentioned_6,Polyphagia_7,Vomiting_8,Diarrhoea_9,Potbelly/hepatomegaly_10,Weight_11,Thin/dry skin_12,Alopecia_13,Pruritus_14,Muscle wastage/weakness_15,Lethargy_16,Panting_17,Neurological signs_18,Increased ALKP_19,Increased ALT/GGT/AST_20,USG <1.20_21,Proteinuria_22,Heart rate_23,Temperature_24,ALKP level_28,USG level_29,Hospitalised,Hypertensive,Insulin,Hypothyroid,Cruciate
99,1/07/2007 0:00,FALSE,Male      ,Crossbreed,Crossbreed,1,31/03/2016 23:00,25/04/2016 23:00,,19,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Unknown,Unknown,,,,,No,No,No,No,No
100,4/07/2005 0:00,TRUE,Female    ,14593,Poodle,1,22/04/2016 23:00,27/04/2016 23:00,,12.8,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,Unknown,Unknown,Unknown,Unknown,,,,,No,No,No,No,No
101,11/10/2003 0:00,TRUE,Male - Neutered,15045,Patterdale Terrier,1,13/04/2016 23:00,27/04/2016 23:00,,15.5,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,,,,1.025,No,No,No,No,No
102,9/02/2004 0:00,TRUE,Female - Neutered,Crossbreed,Crossbreed,1,21/04/2016 23:00,28/04/2016 23:00,,11.75,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,,,,1.037,Yes,No,No,No,Yes
103,1/04/2002 0:00,TRUE,Female - Neutered,14594,Poodle,1,18/03/2016 0:00,2/05/2016 23:00,,22.6,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,,,408,1.022,No,No,No,No,No
104,15/06/2010 0:00,TRUE,Female    ,Crossbreed,Crossbreed,1,10/03/2016 0:00,2/05/2016 23:00,,8.2,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,Unknown,Unknown,Unknown,Unknown,,,,,No,No,No,No,No
105,2/05/2005 0:00,TRUE,Female - Neutered,13714,Bichon Frise,1,1/05/2016 23:00,3/05/2016 23:00,,8.2,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,96,38.3,232,1.01,No,No,No,No,No
106,15/02/2008 0:00,TRUE,Female    ,14918,Japanese Spitz,1,19/04/2016 23:00,3/05/2016 23:00,,8.9,No,No,No,No,No,No,Weight loss,Yes,Yes,No,No,Yes,No,No,Unknown,Unknown,Unknown,Unknown,68,,,,No,No,No,No,No
107,4/07/2001 0:00,TRUE,Female    ,Crossbreed,Crossbreed,1,26/04/2016 23:00,5/05/2016 23:00,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Unknown,Unknown,Unknown,140,38.4,1618,,Yes,No,No,No,No
108,18/10/2002 0:00,FALSE,Male      ,15071,Sealyham Terrier,1,28/04/2016 23:00,5/05/2016 23:00,,13.5,Yes,Yes,No,No,No,Yes,No,No,No,No,Yes,No,Yes,No,Unknown,Unknown,Unknown,Unknown,,,,,No,No,No,No,No
109,1/02/2003 0:00,TRUE,Male      ,15009,Jack Russell Terrier,1,4/05/2016 23:00,8/05/2016 23:00,,,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Unknown,Unknown,100,,,,Yes,No,No,No,No
110,1/08/2005 0:00,TRUE,Male      ,14848,Cocker Spaniel,1,4/05/2016 23:00,8/05/2016 23:00,,15.2,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,Yes,Yes,No,Yes,No,Unknown,Unknown,,,1964,,No,No,No,No,No
111,6/11/2003 0:00,TRUE,Female    ,Crossbreed,Crossbreed,1,28/04/2016 23:00,8/05/2016 23:00,,10.3,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,Unknown,Unknown,Unknown,Unknown,,,,,No,No,No,No,No
112,1/06/2002 0:00,FALSE,Female    ,15076,Staffordshire Bull Terrier,1,7/04/2016 23:00,8/05/2016 23:00,,22,Yes,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,,,1257,1.015,No,No,No,No,No
113,17/07/2003 0:00,TRUE,Female - Neutered,15087,Yorkshire Terrier,1,9/05/2016 23:00,9/05/2016 23:00,,3.85,No,No,No,No,Yes,Yes,No,No,Yes,No,No,No,Yes,No,Unknown,Unknown,Unknown,Unknown,112,38.9,,,No,No,No,No,No
114,15/10/2007 0:00,FALSE,Female    ,14962,Border Terrier,1,9/05/2016 23:00,10/05/2016 23:00,,10.1,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Unknown,Unknown,Yes,Unknown,,,,,No,No,No,No,No
115,5/01/2003 0:00,TRUE,Female    ,15086,West Highland White Terrier,1,2/05/2016 23:00,12/05/2016 23:00,,7.5,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Unknown,Unknown,,38.7,,,No,No,No,No,No
116,6/05/2008 0:00,TRUE,Female    ,Crossbreed,Crossbreed,1,5/05/2016 23:00,13/05/2016 23:00,,12.2,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,68,38,893,1.015,No,No,No,No,No
117,1/10/2004 0:00,TRUE,Male      ,15009,Jack Russell Terrier,1,26/04/2016 23:00,15/05/2016 23:00,,,Yes,Yes,Yes,No,No,Yes,Weight gain,No,No,No,No,No,No,No,Yes,Yes,Unknown,Unknown,100,38.3,827,,No,No,No,No,No
118,26/04/2008 0:00,FALSE,Female    ,15087,Yorkshire Terrier,1,28/04/2016 23:00,17/05/2016 23:00,,5.68,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,No,No,No,No,Unknown,Unknown,Unknown,Unknown,,,,,No,No,No,No,No
119,1/04/2007 0:00,TRUE,Female    ,13714,Bichon Frise,1,12/05/2016 23:00,18/05/2016 23:00,,10.1,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,Unknown,Unknown,Yes,Yes,,,,1.01,No,No,No,No,No
120,25/03/2008 0:00,TRUE,Male - Neutered,13714,Bichon Frise,1,30/04/2016 23:00,19/05/2016 23:00,,13.6,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,Yes,No,No,124,38.5,1241,1.036,Yes,No,No,No,No
121,1/04/2003 0:00,TRUE,Female    ,15076,Staffordshire Bull Terrier,1,19/05/2016 23:00,20/05/2016 23:00,,,Yes,Yes,No,No,No,Yes,No,No,No,No,Yes,Yes,Yes,No,Unknown,Unknown,Unknown,Unknown,130,38.7,,,Yes,No,Yes,No,No
122,29/09/2004 0:00,TRUE,Male - Neutered,14631,Labrador Retriever,1,8/05/2016 23:00,22/05/2016 23:00,,37.45,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Unknown,Unknown,84,38.3,,,No,No,No,No,No
123,4/03/2006 0:00,FALSE,Male      ,13714,Bichon Frise,1,4/05/2016 23:00,23/05/2016 23:00,,11.4,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Unknown,Unknown,,38.7,1606,,No,No,No,No,No
124,8/11/2002 0:00,TRUE,Female - Neutered,Crossbreed,Crossbreed,1,18/05/2016 23:00,25/05/2016 23:00,,6.9,Yes,Yes,Yes,No,No,No,Weight loss,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,,38.6,2015,1.015,No,No,No,No,No
125,22/06/2012 0:00,FALSE,Male      ,,Dachshund,1,14/05/2016 23:00,25/05/2016 23:00,,6.8,No,No,No,No,No,Yes,Weight gain,No,Yes,No,No,Yes,No,No,Unknown,Unknown,Unknown,Unknown,,,,,No,No,No,No,No
126,19/07/2006 0:00,TRUE,Female - Neutered,14884,Springer Spaniel,1,6/05/2015 23:00,26/05/2016 23:00,,25.1,Yes,No,No,No,No,No,Weight gain,No,No,No,No,No,No,No,Unknown,Unknown,Yes,Yes,104,,,1.008,No,No,No,No,No
127,4/09/2002 0:00,FALSE,Female    ,15075,Wheaten Terrier,1,30/04/2016 23:00,26/05/2016 23:00,,10.5,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Unknown,Unknown,Yes,No,,,,1.015,No,No,No,No,No
128,1/06/2003 0:00,TRUE,Female    ,Crossbreed,Crossbreed,1,17/05/2016 23:00,26/05/2016 23:00,,19.6,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,Yes,No,Unknown,Unknown,Yes,No,136,,,1.004,No,No,No,Yes,No
129,8/06/2003 0:00,TRUE,Male - Neutered,14363,Lhasa Apso,1,24/05/2016 23:00,26/05/2016 23:00,,7.8,No,No,No,No,No,Yes,Weight gain,Yes,Yes,No,Yes,No,Yes,No,Yes,Unknown,Unknown,Unknown,120,38.6,,,No,No,No,No,No
130,20/10/2004 0:00,FALSE,Male      ,15076,Staffordshire Bull Terrier,1,22/05/2016 23:00,27/05/2016 23:00,,,No,No,No,No,Yes,Yes,Weight loss,No,No,No,No,No,No,No,Yes,Unknown,Unknown,Unknown,,,898,,No,No,No,No,No
131,13/03/2006 0:00,TRUE,Female    ,15076,Staffordshire Bull Terrier,1,19/05/2016 23:00,30/05/2016 23:00,,23.6,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Unknown,Unknown,Unknown,Unknown,,,,,No,No,No,No,No
132,13/12/2004 0:00,TRUE,Female - Neutered,13768,French Bulldog,1,17/05/2016 23:00,5/06/2016 23:00,,10.45,No,No,No,No,No,Yes,Weight gain,No,No,No,No,No,No,No,Yes,Yes,Unknown,Unknown,120,38.1,2902,,No,No,No,No,No
133,7/01/2007 0:00,TRUE,Female    ,14962,Border Terrier,1,31/05/2016 23:00,5/06/2016 23:00,,10.5,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No,No,No,Yes,Yes,Unknown,Unknown,102,38.1,221,,No,No,No,No,No
134,21/02/2004 0:00,FALSE,Female    ,15086,West Highland White Terrier,1,3/06/2016 23:00,7/06/2016 23:00,,8.86,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Unknown,Yes,No,,,,1.01,No,No,No,No,No
135,9/08/2004 0:00,FALSE,Male      ,15083,Tibetan Terrier,1,24/03/2016 0:00,7/06/2016 23:00,,15.3,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Unknown,Unknown,Unknown,,,,,No,No,No,No,No
136,1/04/2004 0:00,TRUE,Male      ,15076,Staffordshire Bull Terrier,1,22/05/2016 23:00,9/06/2016 23:00,,,Yes,Yes,No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,Unknown,Unknown,Unknown,Unknown,140,38.4,,,No,No,No,No,No
137,12/02/2008 0:00,FALSE,Female    ,13714,Bichon Frise,1,6/06/2016 23:00,9/06/2016 23:00,,5.9,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Yes,No,No,No,Unknown,Unknown,Unknown,Unknown,96,,,,No,No,No,No,No
138,1/10/2002 0:00,TRUE,Male      ,14833,Shih Tzu,1,7/06/2016 23:00,9/06/2016 23:00,,,Yes,Yes,Yes,No,No,Yes,No,No,No,No,Yes,No,Yes,No,Unknown,Unknown,Unknown,Unknown,,,,,No,No,No,No,No
139,31/10/2004 0:00,TRUE,Female    ,Crossbreed,Crossbreed,1,30/05/2016 23:00,12/06/2016 23:00,,,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,Yes,No,No,Unknown,Unknown,Unknown,Unknown,120,,,,No,No,No,No,No
140,1/06/2005 0:00,TRUE,Male      ,Crossbreed,Crossbreed,1,7/06/2016 23:00,13/06/2016 23:00,,,Yes,Yes,No,No,No,Yes,Weight gain,No,No,No,No,No,Yes,No,Unknown,Unknown,Unknown,Unknown,,39.1,,,No,No,No,No,No
141,1/11/2001 0:00,TRUE,Male      ,13714,Bichon Frise,1,31/05/2016 23:00,16/06/2016 23:00,,,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,Yes,Yes,Unknown,Unknown,140,38.4,,,No,No,No,No,No
142,18/03/2001 0:00,TRUE,Male      ,Crossbreed,Crossbreed,1,5/06/2016 23:00,16/06/2016 23:00,,10.8,No,No,Yes,No,No,No,Weight gain,Yes,No,No,Yes,Yes,No,Yes,Unknown,Unknown,Unknown,Unknown,,,,,No,No,No,No,No
143,23/05/2004 0:00,FALSE,Female    ,14962,Border Terrier,1,1/06/2016 23:00,19/06/2016 23:00,,10.2,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Unknown,Unknown,100,,559,1.002,No,No,No,No,No
144,26/05/2002 0:00,TRUE,Female    ,Crossbreed,Crossbreed,1,14/06/2016 23:00,21/06/2016 23:00,,13.2,Yes,Yes,No,No,No,No,No,No,Yes,No,No,No,Yes,No,Unknown,Unknown,Unknown,Unknown,,,,,No,No,No,No,No
145,24/10/2004 0:00,FALSE,Female    ,14636,Rottweiler,1,21/06/2016 23:00,23/06/2016 23:00,,40.2,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Unknown,Unknown,,,,,No,No,No,No,No
146,7/08/2006 0:00,FALSE,Female    ,14363,Lhasa Apso,1,20/06/2016 23:00,23/06/2016 23:00,,6.9,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,120,39.5,,1.012,Yes,No,No,No,No
147,6/05/2008 0:00,TRUE,Female    ,14962,Border Terrier,1,5/06/2016 23:00,23/06/2016 23:00,,11.9,Yes,No,No,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,Unknown,Unknown,Unknown,Unknown,,,,,No,No,No,No,No
148,25/01/2005 0:00,TRUE,Male      ,14672,Schnauzer,1,6/06/2016 23:00,24/06/2016 23:00,,,Yes,Yes,Yes,No,No,Yes,Weight gain,No,Yes,No,No,No,No,No,Yes,Yes,Unknown,Unknown,100,38.4,232,,No,No,No,No,No
149,4/08/2002 0:00,TRUE,Male      ,15009,Jack Russell Terrier,1,21/06/2016 23:00,26/06/2016 23:00,,11.1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Unknown,Unknown,Unknown,Unknown,,,,,No,No,No,No,No
150,2/07/2002 0:00,TRUE,Male - Neutered,14363,Lhasa Apso,1,20/06/2016 23:00,27/06/2016 23:00,,10.7,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Unknown,Unknown,120,,1963,,No,No,No,No,No
151,1/09/2007 0:00,TRUE,Male      ,Crossbreed,Crossbreed,1,20/06/2016 23:00,28/06/2016 23:00,,13.3,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,Unknown,Unknown,,,2326,,No,No,No,No,No
152,7/06/2002 0:00,TRUE,Female - Neutered,14609,Golden Retriever,1,7/06/2016 23:00,29/06/2016 23:00,,23.35,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,Yes,No,,39.2,1291,1.014,No,No,No,No,No
153,27/04/2003 0:00,TRUE,Male      ,14962,Border Terrier,1,16/06/2016 23:00,30/06/2016 23:00,,12.8,Yes,Yes,No,No,No,No,Weight loss,No,No,No,Yes,No,No,No,Yes,Yes,Yes,No,,,,1.005,No,No,No,No,No
154,1/02/2004 0:00,TRUE,Female    ,13962,Dalmatian,1,17/06/2016 23:00,30/06/2016 23:00,,29.8,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,,,3000,1.008,No,No,No,No,No
155,28/05/2007 0:00,FALSE,Male      ,14963,Boston Terrier,1,19/06/2016 23:00,1/07/2016 23:00,,7.8,Yes,Yes,No,No,No,Yes,Weight loss,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Unknown,Unknown,120,,,,No,No,No,No,No
156,12/12/2005 0:00,FALSE,Male      ,14040,Greyhound,1,26/06/2016 23:00,3/07/2016 23:00,,29.1,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,90,38.6,,1.019,No,No,No,No,No
157,17/06/2007 0:00,FALSE,Female    ,15076,Staffordshire Bull Terrier,1,15/06/2016 23:00,3/07/2016 23:00,,20.1,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,Unknown,Unknown,Yes,Yes,,,,1.005,No,No,No,No,No
158,17/10/2008 0:00,FALSE,Female    ,Crossbreed,Crossbreed,1,13/06/2016 23:00,4/07/2016 23:00,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Unknown,Unknown,Unknown,Unknown,100,,,,No,No,No,No,No
159,20/06/2002 0:00,TRUE,Female - Neutered,15087,Yorkshire Terrier,1,23/06/2016 23:00,7/07/2016 23:00,,3,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Unknown,,,811,1.025,No,No,No,No,No
160,30/06/2010 0:00,FALSE,Female    ,17461,Maltese,1,30/06/2016 23:00,9/07/2016 23:00,,,Yes,Yes,No,No,No,No,No,Yes,Yes,No,No,No,No,No,Unknown,Unknown,Unknown,Unknown,,,,,No,No,No,No,No
161,17/09/2006 0:00,TRUE,Female - Neutered,15009,Jack Russell Terrier,1,29/06/2016 23:00,10/07/2016 23:00,,12.2,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,,,816,1.005,No,No,No,No,No
162,1/10/2006 0:00,TRUE,Male      ,13883,Collie,1,6/07/2016 23:00,12/07/2016 23:00,,,Yes,Yes,No,Yes,No,Yes,No,Yes,No,No,Yes,Yes,No,No,Unknown,Unknown,Yes,Yes,120,38.4,,1.005,Yes,No,No,No,No
163,5/07/2006 0:00,FALSE,Female    ,14962,Border Terrier,1,6/06/2016 23:00,19/07/2016 23:00,,8.9,Yes,No,Yes,No,No,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,Unknown,Unknown,Unknown,160,38.5,2000,,No,No,No,No,No
164,3/12/2005 0:00,TRUE,Female - Neutered,Crossbreed,Crossbreed,1,2/01/2016 0:00,22/07/2016 23:00,,26.8,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,Yes,No,Unknown,,39,6090,1.028,No,No,No,No,No
165,1/12/2005 0:00,TRUE,Male      ,13714,Bichon Frise,1,13/11/2015 0:00,26/07/2016 23:00,,,No,No,Yes,No,No,No,Weight gain,No,No,No,No,No,No,No,Unknown,Unknown,Unknown,Unknown,120,,,,No,No,No,No,No
166,2/08/2003 0:00,TRUE,Female - Neutered,14884,Springer Spaniel,1,21/07/2016 23:00,27/07/2016 23:00,,33.7,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Unknown,,,,1.005,No,No,No,No,No
167,8/01/2002 0:00,TRUE,Male      ,13806,Canaan,1,14/07/2016 23:00,31/07/2016 23:00,,,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Unknown,Unknown,Yes,No,108,,,1.013,No,No,No,No,No
168,20/01/2002 0:00,FALSE,Female    ,13879,Collie,1,23/06/2016 23:00,2/08/2016 23:00,,24,Yes,Yes,No,No,No,No,No,Yes,Yes,No,Yes,Yes,No,No,Unknown,Unknown,Unknown,Unknown,120,,,,No,No,No,No,No
169,1/08/2007 0:00,FALSE,Male      ,15009,Jack Russell Terrier,1,29/07/2016 23:00,2/08/2016 23:00,,10,Yes,Yes,No,Yes,Yes,Yes,No change,No,No,No,No,Yes,No,No,Yes,Yes,Yes,Yes,,,,1.014,No,No,No,No,No
170,1/04/2006 0:00,TRUE,Female    ,15076,Staffordshire Bull Terrier,1,1/04/2016 23:00,2/08/2016 23:00,,28.7,Yes,Yes,Yes,No,No,Yes,Weight gain,No,Yes,Yes,Yes,No,No,No,Unknown,Unknown,Unknown,Unknown,128,,,,No,No,No,No,No
171,1/06/2004 0:00,TRUE,Female - Neutered,13714,Bichon Frise,1,23/03/2016 0:00,3/08/2016 23:00,,6.2,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Unknown,Unknown,Unknown,Unknown,,,,,No,No,No,No,No
172,1/05/2003 0:00,TRUE,Female - Neutered,13724,Boxer,1,1/08/2016 23:00,4/08/2016 23:00,,29.3,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Unknown,Unknown,,,,,No,No,No,No,No
173,30/04/2008 0:00,FALSE,Female    ,Crossbreed,Crossbreed,1,2/05/2016 23:00,4/08/2016 23:00,,9.7,Yes,Yes,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,,,,1.018,No,No,No,No,No
174,10/12/2004 0:00,TRUE,Female    ,14672,Schnauzer,1,31/07/2016 23:00,7/08/2016 23:00,,11.04,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Unknown,Unknown,Unknown,,,,,No,No,No,No,No
175,16/12/2002 0:00,FALSE,Female    ,13962,Dalmatian,1,10/05/2016 23:00,8/08/2016 23:00,,24,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,Yes,Unknown,,,,1.005,Yes,No,No,No,No
176,15/04/2006 0:00,TRUE,Male      ,Crossbreed,Crossbreed,1,10/07/2016 23:00,8/08/2016 23:00,,31.1,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Unknown,Unknown,Yes,Unknown,,,,,No,No,No,No,No
177,17/03/2003 0:00,TRUE,Female - Neutered,13957,Dachshund,1,20/07/2016 23:00,11/08/2016 23:00,,7.2,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,Yes,Yes,100,,,1.012,No,No,No,No,No
178,29/04/2006 0:00,TRUE,Female - Neutered,14846,Cocker Spaniel,1,4/08/2016 23:00,11/08/2016 23:00,,21.2,No,No,Yes,No,No,Yes,Weight gain,No,No,No,Yes,No,No,No,Yes,Yes,Unknown,Unknown,108,,,,No,Yes,No,No,No
179,9/08/2009 0:00,TRUE,Male      ,15009,Jack Russell Terrier,1,10/08/2016 23:00,14/08/2016 23:00,,10.35,Yes,Yes,No,No,No,Yes,No,Yes,No,No,Yes,No,No,No,No,Yes,Yes,No,120,,,1.015,No,No,No,No,No
180,1/04/2007 0:00,FALSE,Male      ,13714,Bichon Frise,1,4/07/2016 23:00,14/08/2016 23:00,,8.1,No,No,No,No,No,No,Weight loss,No,Yes,No,Yes,No,No,No,Yes,Yes,No,Yes,,,600,1.02,No,No,No,No,No
181,22/08/2002 0:00,TRUE,Female - Neutered,14646,Saluki,1,22/07/2016 23:00,16/08/2016 23:00,,26,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,Yes,Unknown,Unknown,,,,,No,No,No,No,No
182,1/02/2005 0:00,TRUE,Male      ,Crossbreed,Crossbreed,1,21/07/2016 23:00,17/08/2016 23:00,,,No,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,No,Unknown,Unknown,Unknown,Unknown,120,38.5,,,No,No,No,No,No
183,2/08/2003 0:00,TRUE,Female - Neutered,Crossbreed,Crossbreed,1,1/08/2016 23:00,18/08/2016 23:00,,22.9,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Unknown,Unknown,Unknown,Unknown,,,,,No,No,No,No,No
184,1/02/2007 0:00,TRUE,Male - Neutered,14833,Shih Tzu,1,15/08/2016 23:00,23/08/2016 23:00,,12.3,Yes,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,Yes,Unknown,Unknown,100,38.6,174,,No,No,No,No,No
185,9/06/2006 0:00,TRUE,Male - Neutered,Crossbreed,Crossbreed,1,8/08/2016 23:00,24/08/2016 23:00,,9,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Unknown,Unknown,,,4277,,No,No,No,No,Yes
186,24/11/2005 0:00,FALSE,Male      ,14844,Cavalier King Charles Spaniel,1,9/08/2016 23:00,25/08/2016 23:00,,13,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,Yes,Unknown,Unknown,,,,,No,No,No,No,No
187,15/02/2008 0:00,TRUE,Male      ,14880,King Charles Spaniel,1,22/08/2016 23:00,30/08/2016 23:00,,13.2,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,Yes,No,No,No,Unknown,Unknown,Unknown,Unknown,,,,,No,No,No,No,No
188,6/09/2008 0:00,TRUE,Male - Neutered,15009,Jack Russell Terrier,1,26/08/2016 23:00,30/08/2016 23:00,,10.2,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,Yes,No,Unknown,Unknown,Unknown,Unknown,,,,,No,No,No,No,No
189,16/03/2004 0:00,TRUE,Female    ,14993,Cairn Terrier,1,31/08/2016 23:00,1/09/2016 23:00,,9.75,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Unknown,Unknown,Unknown,Unknown,,,,,No,No,No,No,No
190,15/02/2005 0:00,FALSE,Male      ,15033,Lakeland Terrier,1,18/08/2016 23:00,2/09/2016 23:00,,8.8,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Unknown,Yes,Yes,Yes,,,,1.015,No,No,No,No,No
191,23/11/2002 0:00,FALSE,Female    ,15009,Jack Russell Terrier,1,31/08/2016 23:00,4/09/2016 23:00,,7.45,Yes,Yes,No,No,No,No,No change,No,No,No,No,No,No,No,Yes,Yes,No,Yes,120,37.7,1795,1.02,No,No,No,No,No
192,10/06/2008 0:00,TRUE,Female    ,Crossbreed,Crossbreed,1,6/09/2016 23:00,6/09/2016 23:00,,9.7,Yes,Yes,No,No,No,Yes,No,No,Yes,No,No,No,No,No,Unknown,Unknown,Unknown,Unknown,,,,,No,No,No,No,No
193,13/07/2012 0:00,FALSE,Female    ,-129,Crossbreed,1,5/06/2016 23:00,7/09/2016 23:00,,7.7,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,Yes,Unknown,Yes,Unknown,,,,1.015,No,No,No,No,No
194,7/05/2003 0:00,TRUE,Female - Neutered,13714,Bichon Frise,1,18/08/2016 23:00,15/09/2016 23:00,,7.05,No,Yes,No,No,No,No,No change,No,No,No,No,Yes,No,No,Yes,Yes,No,Yes,160,,2668,1.034,No,No,No,No,No
195,1/02/2003 0:00,TRUE,Female - Neutered,Crossbreed,Crossbreed,1,11/09/2016 23:00,22/09/2016 23:00,,20.7,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,Yes,No,Yes,112,38,658,1.04,No,No,No,No,No
196,1/10/2008 0:00,TRUE,Male - Neutered,-412,Irish Setter,1,13/09/2016 23:00,22/09/2016 23:00,,39.9,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,Unknown,Unknown,Unknown,Unknown,,36.7,,,No,No,No,Yes,No
197,12/12/2006 0:00,TRUE,Male - Neutered,15045,Patterdale Terrier,1,15/09/2016 23:00,25/09/2016 23:00,,14.4,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Unknown,Unknown,,,368,,No,No,No,No,No
198,25/12/2005 0:00,TRUE,Male - Neutered,15009,Jack Russell Terrier,1,18/09/2016 23:00,28/09/2016 23:00,,5.7,Yes,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,Yes,No,,38.1,,1.008,No,No,No,No,No
199,12/07/2003 0:00,TRUE,Female - Neutered,15087,Yorkshire Terrier,1,18/09/2016 23:00,28/09/2016 23:00,,5.45,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,,,867,1.014,Yes,No,No,No,No
